shape,loc,scale
0.8102532036229666,0,32.722561908696363
0.66980883943360636,0,13.391571285088496
1.2682745919722338,0,26.466491530565705
0.70134008924978664,0,31.235704508010777
0.93283489630845984,0,75.075063801252014
0.98170617529319237,0,53.090412379699913
1.01543366085427,0,54.426151566989653
1.0741035309944373,0,46.654307132880163
1.1612843055047217,0,31.135449609995383
0.82744578052017492,0,48.396632390336315
0.99776623934796671,0,76.218347438497901
1.3349613180951985,0,19.319820408724404
